,run_id,glacier_id,start_date_str,end_date_str
220,Dehecq - CTL,RGI60-14.10071,2000-09-11,2012-09-28
221,Dehecq - CTL,RGI60-14.10072,2000-09-11,2012-09-28
222,Dehecq - CTL,RGI60-14.10073,2000-09-11,2012-09-28
223,Dehecq - CTL,RGI60-14.10074,2000-09-11,2012-09-28
224,Dehecq - CTL,RGI60-14.10075,2000-09-11,2012-09-28
225,Dehecq - CTL,RGI60-14.10076,2000-09-11,2012-09-28
226,Dehecq - CTL,RGI60-14.10077,2000-09-11,2012-09-28
227,Dehecq - CTL,RGI60-14.10078,2000-09-11,2012-09-28
228,Dehecq - CTL,RGI60-14.10079,2000-09-11,2012-09-28
229,Dehecq - CTL,RGI60-14.10080,2000-09-11,2012-09-28
230,Dehecq - CTL,RGI60-14.10081,2000-09-11,2012-09-28
231,Dehecq - CTL,RGI60-14.10082,2000-09-11,2012-09-28
232,Dehecq - CTL,RGI60-14.10083,2000-09-11,2012-09-28
233,Dehecq - CTL,RGI60-14.10084,2000-09-11,2012-09-28
234,Dehecq - CTL,RGI60-14.10085,2000-09-11,2012-09-28
235,Dehecq - CTL,RGI60-14.10086,2000-09-11,2012-09-28
236,Dehecq - CTL,RGI60-14.10087,2000-09-11,2012-09-28
237,Dehecq - CTL,RGI60-14.10088,2000-09-11,2012-09-28
238,Dehecq - CTL,RGI60-14.10089,2000-09-11,2012-09-28
239,Dehecq - CTL,RGI60-14.10090,2000-09-11,2012-09-28
240,Dehecq - CTL,RGI60-14.10091,2000-09-11,2012-09-28
241,Dehecq - CTL,RGI60-14.10092,2000-09-11,2012-09-28
242,Dehecq - CTL,RGI60-14.10093,2000-09-11,2012-09-28
243,Dehecq - CTL,RGI60-14.10094,2000-09-11,2012-09-28
244,Dehecq - CTL,RGI60-14.10095,2000-09-11,2012-09-28
245,Dehecq - CTL,RGI60-14.10096,2000-09-11,2012-09-28
246,Dehecq - CTL,RGI60-14.10097,2000-09-11,2012-09-28
247,Dehecq - CTL,RGI60-14.10098,2000-09-11,2012-09-28
248,Dehecq - CTL,RGI60-14.10099,2000-09-11,2012-09-28
