,participant,run_id,glacier_id,run_code,S_km2,start_date_yyyy-mm-dd,end_date_yyyy-mm-dd,dh_m,dh_sigma_m,dV_km3,dV_sigma_km3,start_date,end_date,color,sensor,start_date_str,end_date_str,delta_t,dh_dt,sigma_dh_dt
1408,Dehecq,Dehecq - NO-FILT,RGI60-14.06957,NO-FILT,0.069,2000-09-11,2012-09-28,3.5898835002739475,44.454487011339,0.0002477019615189024,0.003067359603782391,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.2980011246534226,3.6902275865662655
1409,Dehecq,Dehecq - NO-FILT,RGI60-14.06958,NO-FILT,0.051,2000-09-11,2012-09-28,2.5702526638601517,45.773924513447454,0.00013108288585686774,0.0023344701501858203,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.21336017851702738,3.7997558928492463
1410,Dehecq,Dehecq - NO-FILT,RGI60-14.06959,NO-FILT,0.293,2000-09-11,2012-09-28,-0.7700405440913546,34.745602105832816,-0.0002256218794187669,0.010180461417009014,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.06392211562031075,2.88427981117169
1411,Dehecq,Dehecq - NO-FILT,RGI60-14.07004,NO-FILT,0.022000000000000002,2000-09-11,2012-09-28,-1.6240577942407126,48.1471040165162,-3.5729271473295676e-05,0.0010592362883633565,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.13481525212418644,3.996756759552851
1412,Dehecq,Dehecq - NO-FILT,RGI60-14.07005,NO-FILT,0.32,2000-09-11,2012-09-28,3.2721789481540027,33.906028672843945,0.0010470972634092806,0.01084992917531006,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.2716280365484658,2.8145856756264207
1413,Dehecq,Dehecq - NO-FILT,RGI60-14.07006,NO-FILT,1.084,2000-09-11,2012-09-28,-0.7350937599101912,20.058709283698462,-0.0007968416357426474,0.021743640863529128,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.061021135410726665,1.6651008104251963
1414,Dehecq,Dehecq - NO-FILT,RGI60-14.07087,NO-FILT,0.036000000000000004,2000-09-11,2012-09-28,18.365661217602305,25.95491587015953,0.000661163803833683,0.0009343769713257431,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,1.5245585817566458,2.1545529594490387
1415,Dehecq,Dehecq - NO-FILT,RGI60-14.07343,NO-FILT,0.131,2000-09-11,2012-09-28,2.598309228454573,41.0071648204349,0.0003403785089275491,0.005371938591476973,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.215689192202962,3.4040606706054195
1416,Dehecq,Dehecq - NO-FILT,RGI60-14.09954,NO-FILT,0.022000000000000002,2000-09-11,2012-09-28,-1.5032324749652728,48.142710842602774,-3.3071114449236e-05,0.001059139638537261,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.12478537760933316,3.996392076195605
1417,Dehecq,Dehecq - NO-FILT,RGI60-14.10058,NO-FILT,1.735,2000-09-11,2012-09-28,8.291031584776912,4.496079252848972,0.014384939799587947,0.007800697503692967,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.6882498378044926,0.3732256697961562
1418,Dehecq,Dehecq - NO-FILT,RGI60-14.10059,NO-FILT,0.107,2000-09-11,2012-09-28,12.2012254622944,10.544130946428627,0.0013055311244655008,0.001128222011267863,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,1.0128403636597794,0.8752826882234218
1419,Dehecq,Dehecq - NO-FILT,RGI60-14.10060,NO-FILT,0.37799999999999995,2000-09-11,2012-09-28,-2.3095805538457506,24.072587736130927,-0.0008730214493536938,0.009099438164257493,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.19172143120276375,1.9982983342322322
1420,Dehecq,Dehecq - NO-FILT,RGI60-14.10061,NO-FILT,0.048,2000-09-11,2012-09-28,18.463492625276512,28.51209184625194,0.0008862476460132724,0.0013685804086200932,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,1.5326797003141468,2.3668276242826183
1421,Dehecq,Dehecq - NO-FILT,RGI60-14.10062,NO-FILT,0.044000000000000004,2000-09-11,2012-09-28,2.3503009120418006,27.232809339204398,0.00010341324012983922,0.0011982436109249936,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.195101683664379,2.260632638896456
1422,Dehecq,Dehecq - NO-FILT,RGI60-14.10063,NO-FILT,1.505,2000-09-11,2012-09-28,7.325468657054415,4.569478381711785,0.011024830328866891,0.006877064964476235,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.6080971424975284,0.37931863157277945
1423,Dehecq,Dehecq - NO-FILT,RGI60-14.10064,NO-FILT,1.895,2000-09-11,2012-09-28,8.019367285346304,4.851883778029099,0.015196701005731244,0.009194319759365143,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.6656986138574403,0.4027614886193474
1424,Dehecq,Dehecq - NO-FILT,RGI60-14.10065,NO-FILT,0.065,2000-09-11,2012-09-28,19.61914905381834,29.067715155652586,0.0012752446884981925,0.0018894014851174184,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,1.628612316342534,2.4129506728641155
1425,Dehecq,Dehecq - NO-FILT,RGI60-14.10066,NO-FILT,0.065,2000-09-11,2012-09-28,18.722520170929318,15.89121257239966,0.0012169638111104056,0.001032928817205978,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,1.5541819300981667,1.3191512254702218
1426,Dehecq,Dehecq - NO-FILT,RGI60-14.10067,NO-FILT,0.127,2000-09-11,2012-09-28,6.510892256674571,9.027810067649598,0.0008268833165976704,0.001146531878591499,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.540478044715997,0.7494108243656855
1427,Dehecq,Dehecq - NO-FILT,RGI60-14.10068,NO-FILT,0.033,2000-09-11,2012-09-28,6.351671714912228,17.60740459740261,0.00020960516659210355,0.0005810443517142861,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.5272609304253844,1.4616146657275688
1428,Dehecq,Dehecq - NO-FILT,RGI60-14.10069,NO-FILT,0.326,2000-09-11,2012-09-28,3.215297855759329,6.774677802559843,0.0010481871009775411,0.0022085449636345088,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.2669062595036579,0.562375242587496
1429,Dehecq,Dehecq - NO-FILT,RGI60-14.10070,NO-FILT,0.636,2000-09-11,2012-09-28,-2.7123621982245933,19.2251346318304,-0.0017250623580708413,0.012227185625844137,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.22515688475034834,1.595904641880921
1430,Dehecq,Dehecq - NO-FILT,RGI60-14.10071,NO-FILT,0.439,2000-09-11,2012-09-28,-4.218845092600836,30.019323873737612,-0.0018520729956517672,0.013178483180570813,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.3502120841073762,2.491945010200605
1431,Dehecq,Dehecq - NO-FILT,RGI60-14.10072,NO-FILT,0.41,2000-09-11,2012-09-28,-1.321533714639831,15.042551994143011,-0.0005418288230023306,0.006167446317598634,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.10970231574368142,1.2487027536047126
1432,Dehecq,Dehecq - NO-FILT,RGI60-14.10073,NO-FILT,0.659,2000-09-11,2012-09-28,-0.6699963257930033,6.33939604827587,-0.0004415275786975892,0.0041776619958137995,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.05561730863543056,0.5262419105983549
1433,Dehecq,Dehecq - NO-FILT,RGI60-14.10074,NO-FILT,0.18600000000000003,2000-09-11,2012-09-28,0.8056932538459001,7.724854095270247,0.0001498589452153374,0.001436822861720266,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.06688169567436704,0.6412506723403314
1434,Dehecq,Dehecq - NO-FILT,RGI60-14.10075,NO-FILT,0.113,2000-09-11,2012-09-28,-5.1578771466180084,20.939266347815977,-0.0005828401175678349,0.002366137097303205,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.4281624154095972,1.738197053077224
1435,Dehecq,Dehecq - NO-FILT,RGI60-14.10076,NO-FILT,0.161,2000-09-11,2012-09-28,-7.165810548283954,31.910890198533316,-0.0011536954982737165,0.005137653321963863,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.5948437051728895,2.6489665102305215
1436,Dehecq,Dehecq - NO-FILT,RGI60-14.10077,NO-FILT,0.11199999999999999,2000-09-11,2012-09-28,0.7345911234457719,8.393185196597464,8.227420582592647e-05,0.0009400367420189164,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.060979410872401864,0.6967297484220963
1437,Dehecq,Dehecq - NO-FILT,RGI60-14.10078,NO-FILT,0.47200000000000003,2000-09-11,2012-09-28,-2.131084878168006,29.7171393376643,-0.0010058720624952988,0.014026489767377548,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.17690426176156004,2.4668602597913374
1438,Dehecq,Dehecq - NO-FILT,RGI60-14.10079,NO-FILT,0.5820000000000001,2000-09-11,2012-09-28,-2.293713914031355,27.220387848633628,-0.0013349414979662484,0.015842265727904772,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.19040431979544373,2.25960151402578
1439,Dehecq,Dehecq - NO-FILT,RGI60-14.10080,NO-FILT,0.083,2000-09-11,2012-09-28,-1.9886630771142204,43.519785815146676,-0.00016505903540048032,0.0036121422226571744,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.16508163384453842,3.612636765677801
1440,Dehecq,Dehecq - NO-FILT,RGI60-14.10081,NO-FILT,0.319,2000-09-11,2012-09-28,-2.2347065958207613,33.932047555909534,-0.0007128714040668229,0.01082432317033514,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.1855060418462575,2.8167455385899904
1441,Dehecq,Dehecq - NO-FILT,RGI60-14.10082,NO-FILT,0.05,2000-09-11,2012-09-28,-1.2485865489457328,45.67189940688076,-6.242932744728666e-05,0.0022835949703440377,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.10364687204600657,3.7912866496279998
1442,Dehecq,Dehecq - NO-FILT,RGI60-14.10083,NO-FILT,0.22899999999999998,2000-09-11,2012-09-28,-0.37758559781836537,36.941072567756976,-8.646710190040566e-05,0.008459505618016349,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.03134389536435408,3.066528808039372
1443,Dehecq,Dehecq - NO-FILT,RGI60-14.10084,NO-FILT,1.0590000000000002,2000-09-11,2012-09-28,-5.591148981670541,13.964611955599153,-0.005921026771589103,0.014788524060979504,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.46412890126253753,1.1592214810869523
1444,Dehecq,Dehecq - NO-FILT,RGI60-14.10085,NO-FILT,0.317,2000-09-11,2012-09-28,-4.337977581384527,30.54636692139156,-0.0013751388932988948,0.009683198314081123,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.36010143445470416,2.535695572281424
1445,Dehecq,Dehecq - NO-FILT,RGI60-14.10086,NO-FILT,0.426,2000-09-11,2012-09-28,-4.532640422711326,11.129687882193194,-0.0019309048200750246,0.0047412470378143,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.3762606623625709,0.9238905679479691
1446,Dehecq,Dehecq - NO-FILT,RGI60-14.10087,NO-FILT,0.040999999999999995,2000-09-11,2012-09-28,-3.5236209701982246,12.803552517107782,-0.00014446845977812722,0.0005249456532014191,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.2925005816738413,1.0628403538349132
1447,Dehecq,Dehecq - NO-FILT,RGI60-14.10088,NO-FILT,0.551,2000-09-11,2012-09-28,-4.063105277195562,7.495434886540723,-0.0022387710077347548,0.004129984622483938,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.3372839096581089,0.6222062709793179
1448,Dehecq,Dehecq - NO-FILT,RGI60-14.10089,NO-FILT,2.427,2000-09-11,2012-09-28,-2.3982391342666056,9.75104102401708,-0.0058205263788650525,0.023665776565289454,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.19908110086156314,0.8094472122777816
1449,Dehecq,Dehecq - NO-FILT,RGI60-14.10090,NO-FILT,0.027999999999999997,2000-09-11,2012-09-28,-0.9155091941052156,47.51164307896485,-2.563425743494604e-05,0.001330326006211016,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.07599766662430227,3.944006280589071
1450,Dehecq,Dehecq - NO-FILT,RGI60-14.10091,NO-FILT,0.035,2000-09-11,2012-09-28,-1.991198292657828,9.665553602462241,-6.969194024302398e-05,0.0003382943760861784,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.16529208554392538,0.8023507848407576
1451,Dehecq,Dehecq - NO-FILT,RGI60-14.10092,NO-FILT,4.692,2000-09-11,2012-09-28,-4.997910557544229,5.5404764128015165,-0.023450196335997524,0.025995915328864718,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.41488337071432485,0.4599225022217623
1452,Dehecq,Dehecq - NO-FILT,RGI60-14.10093,NO-FILT,0.03,2000-09-11,2012-09-28,11.998576882898499,19.709915726982157,0.000359957306486955,0.0005912974718094646,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.9960182287451539,1.6361469816545984
1453,Dehecq,Dehecq - NO-FILT,RGI60-14.10094,NO-FILT,0.071,2000-09-11,2012-09-28,-3.4613336181567584,9.208606752925931,-0.0002457546868891298,0.0006538110794577412,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.2873300236435809,0.7644190037514083
1454,Dehecq,Dehecq - NO-FILT,RGI60-14.10095,NO-FILT,0.040999999999999995,2000-09-11,2012-09-28,-0.049041049545952425,46.353362291475534,-2.0106830313840494e-06,0.0019004878539504973,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.004070964396967983,3.8478558129457814
1455,Dehecq,Dehecq - NO-FILT,RGI60-14.10096,NO-FILT,0.023,2000-09-11,2012-09-28,0.035256128944957166,48.00024499825535,8.108909657340145e-07,0.0011040056349598726,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.0029266593402603644,3.9845657921847195
1456,Dehecq,Dehecq - NO-FILT,RGI60-14.10097,NO-FILT,0.036000000000000004,2000-09-11,2012-09-28,-1.4157776665735344,46.782802822634686,-5.0967995996647226e-05,0.001684180901614849,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.11752563470817806,3.883504257038027
1457,Dehecq,Dehecq - NO-FILT,RGI60-14.10098,NO-FILT,0.11,2000-09-11,2012-09-28,1.47143716868881,8.496281689717405,0.0001618580885557691,0.0009345909858689144,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.12214600587808815,0.7052879289021096
1458,Dehecq,Dehecq - NO-FILT,RGI60-14.10099,NO-FILT,0.171,2000-09-11,2012-09-28,-4.363833008403108,16.178277504624752,-0.0007462154444369315,0.0027664854532908323,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.3622477287089171,1.3429808769464069
1459,Dehecq,Dehecq - NO-FILT,RGI60-14.10100,NO-FILT,0.16,2000-09-11,2012-09-28,-1.4514859860607077,7.972039817879216,-0.00023223775776971324,0.0012755263708606743,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.12048983100197125,0.6617698962455417
1460,Dehecq,Dehecq - NO-FILT,RGI60-14.10101,NO-FILT,0.22,2000-09-11,2012-09-28,4.4582180986485564,7.594337785205307,0.000980807981702683,0.0016707543127451672,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,0.370082763757133,0.6304163354650542
1461,Dehecq,Dehecq - NO-FILT,RGI60-14.10549,NO-FILT,0.52,2000-09-11,2012-09-28,-4.186455470076576,6.063615130146082,-0.002176956844439819,0.0031530798676759624,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.3475233773739704,0.5033489605195128
1462,Dehecq,Dehecq - NO-FILT,RGI60-14.10550,NO-FILT,0.258,2000-09-11,2012-09-28,-4.916510797364602,7.5297384409068355,-0.0012684597857200671,0.0019426725177539642,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.4081262656221411,0.6250538558048231
1463,Dehecq,Dehecq - NO-FILT,RGI60-14.10551,NO-FILT,0.807,2000-09-11,2012-09-28,-4.551565795971157,11.080454970787953,-0.0036731135973487243,0.00894192716142588,2000-09-11 00:00:00.000000000,2012-09-28 00:00:00.000000000,tab:green,AST,2000-09-11,2012-09-28,4400 days 00:00:00.000000000,-0.3778316834041966,0.9198036768364318
1464,Dehecq,Dehecq - NO-FILT,RGI60-14.05944,NO-FILT,0.506,2000-07-18,2013-05-19,7.302640315162982,5.820851529288036,0.0036951359994724688,0.002945350873819745,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,0.5689610441794537,0.45351237650862947
1465,Dehecq,Dehecq - NO-FILT,RGI60-14.05963,NO-FILT,0.053,2000-07-18,2013-05-19,-2.039619643145115,6.894165089433242,-0.00010809984108669112,0.00036539074973996184,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,-0.15891021217123574,0.5371360492567175
1466,Dehecq,Dehecq - NO-FILT,RGI60-14.06629,NO-FILT,0.036000000000000004,2000-07-18,2013-05-19,0.5903001916865094,33.78848439589983,2.1250806900714334e-05,0.0012163854382523935,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,0.04599128519912491,2.6325179022189444
1467,Dehecq,Dehecq - NO-FILT,RGI60-14.06794,NO-FILT,809.1089999999999,2000-07-18,2013-05-19,-2.3985022466118795,0.22211377783325392,-1.9406497542538916,0.17971425666888627,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,-0.18687136211070585,0.017305259674401875
1468,Dehecq,Dehecq - NO-FILT,RGI60-14.06796,NO-FILT,0.368,2000-07-18,2013-05-19,-1.1467936639431884,4.83340540118011,-0.00042202006833109333,0.0017786931876342808,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,-0.0893486317737307,0.3765787804567055
1469,Dehecq,Dehecq - NO-FILT,RGI60-14.06797,NO-FILT,0.158,2000-07-18,2013-05-19,-1.732296356585171,5.957756327485732,-0.00027370282434045697,0.0009413254997427457,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,-0.13496613571730667,0.46417886062588815
1470,Dehecq,Dehecq - NO-FILT,RGI60-14.06798,NO-FILT,0.051,2000-07-18,2013-05-19,-3.635196132099788,7.080106772782044,-0.0001853950027370892,0.00036108544541188416,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,-0.2832242720241996,0.5516230799399833
1471,Dehecq,Dehecq - NO-FILT,RGI60-14.06799,NO-FILT,0.055,2000-07-18,2013-05-19,21.582708171902414,24.021963081046227,0.0011870489494546328,0.0013212079694575427,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,1.6815452559273372,1.8715917268242608
1472,Dehecq,Dehecq - NO-FILT,RGI60-14.06800,NO-FILT,0.051,2000-07-18,2013-05-19,-1.2471075986246918,6.8762980121599435,-6.360248752985928e-05,0.0003506911986201572,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,-0.09716425989711362,0.5357439950813608
1473,Dehecq,Dehecq - NO-FILT,RGI60-14.06801,NO-FILT,0.179,2000-07-18,2013-05-19,-0.09005055134792783,5.710127257563912,-1.6119048691279086e-05,0.0010221127791039402,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,-0.007015990588701075,0.4448856614388266
1474,Dehecq,Dehecq - NO-FILT,RGI60-14.06802,NO-FILT,0.14400000000000002,2000-07-18,2013-05-19,-2.208202628167744,6.108190052492622,-0.00031798117845615513,0.0008795793675589378,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,-0.17204479734178083,0.47589940628688787
1475,Dehecq,Dehecq - NO-FILT,RGI60-14.06803,NO-FILT,0.05,2000-07-18,2013-05-19,0.428611957829508,6.777962917538535,2.14305978914754e-05,0.0003388981458769268,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,0.033393881740022995,0.5280825417301515
1476,Dehecq,Dehecq - NO-FILT,RGI60-14.06804,NO-FILT,0.055,2000-07-18,2013-05-19,1.1498331634168235,6.762401431272353,6.324082398792529e-05,0.0003719320787199793,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,0.0895854443127122,0.5268701200452702
1477,Dehecq,Dehecq - NO-FILT,RGI60-14.06805,NO-FILT,0.161,2000-07-18,2013-05-19,3.68881007223347,12.736071035605393,0.0005938984216295888,0.0020505074367324684,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,0.2874014246764665,0.9922888109545371
1478,Dehecq,Dehecq - NO-FILT,RGI60-14.06806,NO-FILT,0.078,2000-07-18,2013-05-19,0.027772706335162173,6.490817860652938,2.16627109414265e-06,0.0005062837931309292,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,0.0021638184703323344,0.5057105852396514
1479,Dehecq,Dehecq - NO-FILT,RGI60-14.06807,NO-FILT,0.336,2000-07-18,2013-05-19,-1.5071341543613517,4.985352860713929,-0.0005063970758654141,0.0016750785611998802,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,-0.11742336814856735,0.3884172637320313
1480,Dehecq,Dehecq - NO-FILT,RGI60-14.06808,NO-FILT,0.025,2000-07-18,2013-05-19,5.400335870787978,18.44942575887714,0.0001350083967696995,0.0004612356439719285,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,0.42074929112741233,1.4374259296992054
1481,Dehecq,Dehecq - NO-FILT,RGI60-14.06809,NO-FILT,0.111,2000-07-18,2013-05-19,-1.3583981095794655,28.078196552384792,-0.00015078219016332069,0.0031166798173147122,2000-07-18 00:00:00.000000000,2013-05-19 00:00:00.000000000,tab:green,AST,2000-07-18,2013-05-19,4688 days 00:00:00.000000000,-0.10583509162199227,2.187619729257369
